seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,48,6,2552,2552,2930,-400,-2,-2,0,14,0,0,0,51,2529,3330,-1,-1,0,0,3484,1016,120,51,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96,12,2552,2552,2824,-113,-6,-6,0,27,0,0,0,0,2711,2937,233,189,0,0,5550,996,120,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,144,18,2552,2552,2649,289,-6,-8,-2,-4,0,0,0,-75,2938,2359,548,574,0,0,3686,995,120,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,192,24,2552,2552,2514,-436,-8,-8,0,16,0,0,0,24,2077,2951,827,834,0,0,3620,952,120,48,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240,30,2552,2552,2421,269,-8,-8,0,-24,0,0,0,-90,2690,2152,994,1037,0,0,3575,895,120,45,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,288,36,2552,2552,2378,-368,-4,-2,2,-42,0,0,0,16,2009,2746,1060,1145,0,0,3651,799,120,40,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,336,42,2552,2552,2297,-194,-6,-4,2,-37,0,0,0,-1,2103,2491,1265,1263,0,0,5455,684,120,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
7,384,48,1985,1562,1376,-143,-8,-12,-4,-48,0,0,0,-27,1233,1520,1324,1342,0,0,3456,2530,120,24,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,64,4,40,28,88,0,0,0,0,0
8,424,53,894,770,52,-50,0,0,0,-57,0,0,0,-13,2,102,1332,1376,0,0,4892,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
9,432,54,770,770,0,0,0,0,0,-62,0,0,0,-31,0,0,1332,1376,0,0,4892,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
10,440,55,770,770,0,0,0,0,0,-62,0,0,0,-21,0,0,1316,1372,0,0,4892,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
11,448,56,770,770,0,0,0,0,0,-64,0,0,0,-17,0,0,1290,1337,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
12,456,57,770,770,0,0,0,0,0,-65,0,0,0,-22,0,0,1240,1276,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
13,464,58,770,770,0,0,0,0,0,-67,0,0,0,-21,0,0,1131,1202,0,0,4892,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
14,472,59,770,770,0,0,0,0,0,-71,0,0,0,-27,0,0,1131,1202,0,0,4892,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
15,480,60,770,770,18,17,0,0,0,-72,0,0,0,-29,36,0,1062,1126,0,0,4892,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
16,488,61,770,770,32,30,0,0,0,-76,0,0,0,-31,62,1,1015,1090,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
17,496,62,770,770,32,30,0,0,0,-78,0,0,0,-38,62,1,1015,1090,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
18,504,63,770,770,32,30,0,0,0,-81,0,0,0,-34,62,1,1015,1090,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
19,512,64,770,770,32,30,0,0,0,-83,0,0,0,-22,62,1,1015,1090,0,0,6385,58,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
20,520,65,770,770,109,104,0,0,0,-83,0,0,0,-18,214,5,879,916,0,0,6385,58,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
21,528,66,770,770,140,53,0,0,0,-84,0,0,0,-11,194,87,822,849,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
22,536,67,770,770,168,34,0,0,0,-84,0,0,0,-7,202,133,769,793,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
23,544,68,770,770,168,-4,0,0,0,-84,0,0,0,-1,163,172,769,793,0,0,4892,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
24,552,69,770,770,201,-52,0,0,0,-83,0,0,0,6,148,253,726,750,0,0,4892,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25,560,70,770,770,246,-64,0,0,0,-82,0,0,0,8,182,311,683,714,0,0,4892,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
26,568,71,770,770,305,7,0,0,0,-82,0,0,0,1,313,298,646,675,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
27,576,72,770,770,383,0,0,0,0,-83,0,0,0,-5,383,383,609,623,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28,584,73,770,770,439,0,0,0,0,-84,0,0,0,-4,439,439,609,623,0,0,4892,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
29,592,74,770,770,527,0,0,0,0,-84,0,0,0,-3,527,527,577,581,0,0,4892,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
30,600,75,770,770,628,0,0,0,0,-84,0,0,0,-3,628,628,545,542,0,0,4892,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
31,608,76,770,770,735,0,0,0,0,-84,0,0,0,-2,735,735,515,514,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
32,616,77,770,770,801,0,0,0,0,-85,0,0,0,-3,801,801,515,514,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
33,624,78,770,770,814,0,0,0,0,-84,0,0,0,0,814,814,487,488,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
34,632,79,770,770,828,-71,0,0,0,-83,0,0,0,10,757,899,459,461,0,0,6385,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
35,640,80,770,770,840,-93,0,0,0,-81,0,0,0,14,747,934,434,437,0,0,6385,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
36,648,81,770,770,849,-114,0,0,0,-79,0,0,0,17,734,963,419,418,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
37,656,82,770,770,849,-102,0,0,0,-79,0,0,0,16,746,951,419,418,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
38,664,83,770,770,854,-70,0,0,0,-78,0,0,0,11,783,924,410,407,0,0,4892,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
39,672,84,770,770,858,-51,0,0,0,-77,0,0,0,8,806,910,404,396,0,0,4892,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
40,680,85,770,770,861,-54,0,0,0,-77,0,0,0,8,807,916,396,391,0,0,4892,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
41,688,86,770,770,862,-50,0,0,0,-76,0,0,0,8,811,913,389,394,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
42,696,87,770,770,862,-46,0,0,0,-76,0,0,0,7,816,908,389,394,0,0,5038,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
43,704,88,770,770,863,-31,0,0,0,-75,0,0,0,5,831,895,387,394,0,0,4892,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
44,712,89,770,770,865,39,0,0,0,-76,0,0,0,-4,904,826,383,388,0,0,4892,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
45,720,90,770,770,866,25,0,0,0,-77,0,0,0,-4,892,840,386,382,0,0,4892,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
46,728,91,770,770,866,-3,0,0,0,-77,0,0,0,-1,863,869,386,382,0,0,5048,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
47,736,92,770,770,869,-42,0,0,0,-76,0,0,0,6,826,911,382,376,0,0,5048,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
48,744,93,770,770,871,-103,0,0,0,-73,0,0,0,15,767,975,373,375,0,0,5048,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
49,752,94,770,770,873,-108,0,0,0,-71,0,0,0,17,764,982,370,370,0,0,6397,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
50,760,95,770,770,875,-110,0,0,0,-71,0,0,0,17,764,985,370,364,0,0,6397,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
51,768,96,770,770,875,-48,0,0,0,-70,0,0,0,8,826,923,370,364,0,0,5048,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
52,776,97,770,770,877,6,0,0,0,-70,0,0,0,3,883,870,370,355,0,0,5048,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
53,784,98,770,770,878,39,0,0,0,-72,0,0,0,-5,918,838,371,349,0,0,4902,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
54,792,99,770,770,881,-4,0,0,0,-72,0,0,0,-1,877,885,362,347,0,0,4902,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
55,800,100,770,770,882,0,0,0,0,-72,0,0,0,0,882,882,355,348,0,0,4902,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
56,808,101,770,770,882,-73,0,0,0,-70,0,0,0,10,808,956,355,348,0,0,5048,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
57,816,102,770,770,884,-99,0,0,0,-69,0,0,0,15,785,983,347,349,0,0,5048,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
58,824,103,770,770,885,-160,0,0,0,-65,0,0,0,24,725,1046,342,349,0,0,4902,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
59,832,104,770,770,886,-138,0,0,0,-63,0,0,0,22,747,1024,344,346,0,0,4902,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
60,840,105,770,770,886,-102,0,0,0,-63,0,0,0,16,783,988,344,346,0,0,4902,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
61,848,106,770,770,885,-25,0,0,0,-63,0,0,0,5,859,911,351,340,0,0,5048,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
62,856,107,770,770,884,4,0,0,0,-63,0,0,0,2,888,880,353,344,0,0,5048,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
63,864,108,770,770,882,68,0,0,0,-65,0,0,0,-9,951,814,355,348,0,0,5048,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
64,872,109,770,770,884,75,0,0,0,-67,0,0,0,-11,959,808,346,352,0,0,6398,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
65,880,110,770,770,884,52,0,0,0,-67,0,0,0,-8,936,831,346,352,0,0,6398,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
66,888,111,770,770,886,-6,0,0,0,-66,0,0,0,1,879,892,339,350,0,0,5047,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
67,896,112,0,0,886,-6,0,0,0,-65,0,0,0,7,750,950,332,345,0,0,5047,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,904,113,0,0,886,-6,0,0,0,-63,0,0,0,16,750,950,328,337,0,0,4902,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69,912,114,0,0,886,-6,0,0,0,-61,0,0,0,20,750,950,328,330,0,0,4902,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,920,115,0,0,886,-6,0,0,0,-60,0,0,0,20,750,950,328,330,0,0,4902,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,928,116,0,0,886,-6,0,0,0,-59,0,0,0,12,750,950,327,321,0,0,5028,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,936,117,0,0,886,-6,0,0,0,-59,0,0,0,6,750,950,327,311,0,0,5028,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73,944,118,0,0,886,-6,0,0,0,-61,0,0,0,-7,750,950,323,310,0,0,4901,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74,952,119,0,0,886,-6,0,0,0,-64,0,0,0,-20,750,950,323,310,0,0,4901,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,960,120,0,0,886,-6,0,0,0,-65,0,0,0,-21,750,950,320,306,0,0,4901,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,968,121,0,0,886,-6,0,0,0,-68,0,0,0,-25,750,950,313,305,0,0,5028,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,976,122,0,0,886,-6,0,0,0,-69,0,0,0,-22,750,950,304,304,0,0,5028,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,984,123,0,0,886,-6,0,0,0,-70,0,0,0,-16,750,950,298,305,0,0,5028,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79,992,124,0,0,886,-6,0,0,0,-72,0,0,0,-20,750,950,298,305,0,0,6381,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,1000,125,0,0,886,-6,0,0,0,-73,0,0,0,-18,750,950,292,306,0,0,6381,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,1008,126,0,0,886,-6,0,0,0,-74,0,0,0,-17,750,950,288,309,0,0,5020,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,1016,127,0,0,886,-6,0,0,0,-75,0,0,0,-17,750,950,286,312,0,0,5020,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,1024,128,0,0,886,-6,0,0,0,-78,0,0,0,-20,750,950,288,312,0,0,4890,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84,1032,129,0,0,886,-6,0,0,0,-80,0,0,0,-24,950,750,288,312,0,0,4890,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,1040,130,0,0,886,-6,0,0,0,-82,0,0,0,-24,950,750,293,318,0,0,4890,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,1048,131,0,0,886,-6,0,0,0,-84,0,0,0,-22,950,750,297,325,0,0,5019,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,1056,132,0,0,886,-6,0,0,0,-84,0,0,0,-13,950,750,306,333,0,0,5019,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,1064,133,0,0,886,-6,0,0,0,-83,0,0,0,-2,950,750,306,333,0,0,4890,55,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
