seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail
0,32,4,2508,2508,2883,-57,6,2,-4,30,0,0,0,18,2826,2940,0,0,0,0,9450,117,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
1,64,8,2508,2508,2848,-75,4,2,-2,41,0,0,0,27,2773,2923,74,67,0,0,9447,112,45,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2,96,12,2508,2508,2765,-51,2,0,-2,46,0,0,0,19,2713,2817,244,226,0,0,8019,110,44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
3,128,16,2508,2508,2676,-81,0,-4,-4,54,0,0,0,24,2595,2758,438,388,0,0,8053,113,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
4,160,20,2508,2508,2594,-70,-6,-10,-4,62,0,0,0,20,2524,2665,602,552,0,0,8018,113,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
5,192,24,2508,2508,2515,-115,-10,-12,-2,71,0,0,0,30,2400,2630,755,717,0,0,9443,113,46,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
6,224,28,2508,2508,2425,-120,-18,-20,-2,87,0,0,0,26,2304,2545,948,885,0,0,9526,118,49,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0
7,240,30,2348,1505,2093,-125,-22,-22,0,89,0,0,0,18,1968,2219,992,931,0,0,8048,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
8,248,31,2188,1505,1881,-105,-22,-22,0,89,0,0,0,11,1776,1987,1032,993,0,0,8048,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
9,256,32,2028,1505,1674,-148,-22,-22,0,92,0,0,0,20,1525,1823,1068,1048,0,0,8048,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
10,264,33,2508,2508,2637,-121,-24,-24,0,92,0,0,0,12,2516,2759,1081,1069,0,0,9585,117,48,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5
11,272,34,2348,1505,1971,-102,-24,-24,0,92,0,0,0,5,1869,2073,1081,1069,0,0,9585,117,48,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
12,280,35,2508,2508,2358,-71,-28,-26,2,91,0,0,0,-5,2286,2430,1101,1089,0,0,8160,118,48,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5
13,288,36,2508,2508,2216,-53,-28,-26,2,89,0,0,0,-13,2163,2270,1123,1101,0,0,8160,118,48,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5
14,296,37,2348,1505,1911,-59,-28,-26,2,88,0,0,0,-14,1851,1971,1129,1115,0,0,8160,118,48,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
15,304,38,2508,2508,2311,-49,-30,-28,2,86,0,0,0,-19,2261,2360,1129,1115,0,0,9508,119,49,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5
16,312,39,2348,1505,1891,-87,-30,-28,2,86,0,0,0,-11,1803,1978,1122,1124,0,0,9508,119,49,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
17,320,40,2508,2508,2290,-150,-30,-28,2,87,0,0,0,3,2140,2441,1115,1139,0,0,8153,119,49,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5
18,328,41,2508,2508,2159,-146,-30,-28,2,88,0,0,0,5,2012,2305,1113,1151,0,0,8153,119,49,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5
19,336,42,2348,1505,1859,-68,-30,-28,2,85,0,0,0,-13,1790,1927,1127,1151,0,0,8153,119,49,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
20,368,46,2508,2508,2106,-99,-34,-30,4,79,0,0,0,-14,2007,2205,1160,1191,0,0,8109,117,48,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
21,384,48,2348,1505,1807,-122,-36,-30,6,79,0,0,0,-6,1685,1929,1152,1201,0,0,9378,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
22,392,49,2188,1505,1627,-86,-36,-30,6,77,0,0,0,-16,1540,1714,1173,1212,0,0,9378,110,43,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
23,400,50,2028,1505,1448,-24,-36,-30,6,72,0,0,0,-32,1424,1472,1193,1221,0,0,8185,118,48,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
24,408,51,1868,1505,1270,3,-36,-30,6,69,0,0,0,-42,1273,1267,1209,1229,0,0,8185,118,48,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
25,416,52,1708,1505,1099,23,-36,-30,6,64,0,0,0,-48,1122,1076,1209,1229,0,0,8185,118,48,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7
26,448,56,2508,2508,2058,-106,-36,-30,6,56,0,0,0,-17,1951,2165,1179,1226,0,0,8099,123,49,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0
27,480,60,2508,2508,2056,-190,-38,-30,8,59,0,0,0,7,1865,2247,1181,1201,0,0,8162,107,41,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5
28,488,61,2508,2508,2050,-125,-38,-30,8,57,0,0,0,-6,1925,2176,1192,1207,0,0,8162,107,41,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,5
29,496,62,2348,1505,1760,-6,-38,-30,8,52,0,0,0,-35,1754,1766,1192,1207,0,0,8162,107,41,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5
