seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,battery_x10,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail,turn_mark,hard_enter_ip,hard_enter_tick,pre_seen_frames
0,48,6,2552,2552,2924,-317,2,2,0,16,0,0,0,44,2607,3241,13,8,0,0,6957,1044,116,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1,96,12,2552,2552,2815,132,-2,-2,0,29,0,0,0,-16,2948,2682,250,207,0,0,5575,1004,116,48,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,144,18,2552,2552,2657,-281,0,0,0,23,0,0,0,35,2376,2938,530,558,0,0,3553,1039,116,50,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,192,24,2552,2552,2513,91,-6,-6,0,30,0,0,0,-25,2605,2421,840,824,0,0,3669,979,115,47,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240,30,2552,2552,2441,-173,-6,-6,0,24,0,0,0,-4,2268,2614,965,988,0,0,3577,1065,115,44,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,288,36,2552,2552,2371,-410,-8,-8,0,30,0,0,0,9,1961,2781,1107,1125,0,0,6940,839,115,40,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
6,336,42,2552,0,1165,-831,-12,-22,-10,15,0,900,1997,1,333,1997,1196,1256,1,1,5323,679,115,32,1,0,3,1,58,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58,42,0
7,344,43,2552,0,1165,-831,-12,-22,-10,16,0,900,1997,10,333,1997,1206,1261,2,2,5323,679,115,32,1,0,3,1,58,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,42,0
8,352,44,2552,0,1165,-831,-12,-22,-10,11,4,900,1997,-31,333,1997,1206,1261,3,3,5323,679,115,32,1,0,3,1,58,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,42,0
9,360,45,2552,0,1165,-831,-12,-14,-2,-2,17,900,1997,-95,333,1997,1227,1259,4,4,7140,2649,115,24,1,0,3,1,64,38,18,0,0,0,0,0,0,0,0,0,64,4,40,31,91,0,0,58,42,0
10,368,46,2552,0,1165,-831,-12,-14,-2,-11,26,900,1997,-121,333,1997,1249,1265,5,5,7140,2649,115,24,1,0,3,1,64,38,18,0,0,0,0,0,0,0,0,0,64,4,40,31,91,0,0,58,42,0
11,376,47,2552,0,1165,-831,-12,-14,-2,-29,44,900,1997,-156,333,1997,1247,1286,6,6,6496,2649,115,24,1,0,3,1,64,38,18,0,0,0,0,0,0,0,0,0,64,4,40,31,91,0,2,58,42,0
12,384,48,2552,0,1165,-831,-12,0,12,-38,53,900,1997,-165,333,1997,1220,1304,7,7,6496,2996,115,18,4,0,3,1,76,38,18,0,0,0,0,0,0,0,4,0,76,10,46,30,90,0,0,58,42,0
13,392,49,2552,0,1165,-831,-12,0,12,-60,76,900,1997,-199,333,1997,1220,1304,8,8,6496,2996,115,18,4,0,3,1,76,38,18,0,0,0,0,0,0,0,4,0,76,10,46,30,90,0,0,58,42,0
14,400,50,2552,0,1165,-831,-10,0,10,-84,99,900,1997,-222,333,1997,1170,1299,9,9,7408,2319,115,11,4,0,3,1,90,38,18,0,0,0,0,0,0,0,4,0,90,10,46,30,90,0,0,58,42,0
15,408,51,2552,0,1165,-831,-10,0,10,-96,111,900,1997,-228,333,1997,1121,1287,10,10,7408,2319,115,11,4,0,3,1,90,38,18,0,0,0,0,0,0,0,4,0,90,10,46,30,90,0,0,58,42,0
16,416,52,2552,0,1165,-831,-10,0,10,-121,137,900,1997,-243,333,1997,1081,1278,11,11,5428,2319,115,11,4,1,3,1,90,38,18,0,0,0,0,0,0,0,4,0,90,10,46,30,90,2,0,58,42,0
17,424,53,2552,0,1165,-831,-22,0,22,-135,150,900,1997,-250,333,1997,1081,1278,12,12,5428,2595,115,4,4,1,3,1,104,38,18,0,0,0,0,0,0,0,4,0,104,10,46,30,90,2,0,58,42,0
18,432,54,2552,0,1165,-831,-22,0,22,-161,176,900,1997,-260,333,1997,1051,1285,13,13,5428,2595,115,4,4,1,3,1,104,38,18,0,0,0,0,0,0,0,4,0,104,10,46,30,90,2,0,58,42,0
19,440,55,2552,0,1165,-831,-38,0,38,-188,203,900,1997,-263,333,1997,1023,1263,14,14,5360,3953,115,3,4,1,3,1,110,38,18,0,0,0,0,0,0,0,4,0,110,10,46,30,90,7,0,58,42,0
20,448,56,2552,0,1165,-831,-38,0,38,-201,217,900,1997,-265,333,1997,998,1236,15,15,5360,3953,115,3,4,1,3,1,110,38,18,0,0,0,0,0,0,0,4,0,110,10,46,30,90,7,0,58,42,0
21,456,57,2552,0,1165,-831,0,0,0,-228,244,900,1997,-267,333,1997,998,1236,16,16,4920,12,115,0,4,1,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,7,0,58,42,0
22,464,58,2552,0,1165,-831,0,0,0,-243,258,900,1997,-275,333,1997,998,1236,17,17,4920,12,115,0,4,1,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,7,0,58,42,0
23,472,59,2552,0,1165,-831,0,0,0,-270,285,900,1997,-268,333,1997,998,1236,18,18,4920,12,115,0,4,1,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,7,0,58,42,0
24,480,60,2552,0,1165,-831,0,0,0,-302,317,900,1997,-300,333,1997,908,1205,19,19,5062,12,115,0,4,1,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,7,0,58,42,0
25,488,61,2552,0,1165,-831,0,0,0,-319,334,900,1997,-318,333,1997,885,1181,20,20,5062,12,115,0,4,1,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,7,0,58,42,0
26,496,62,2552,0,1165,-831,0,0,0,-348,363,900,1997,-299,333,1997,867,1157,21,21,4920,12,115,0,4,1,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,7,0,58,42,0
27,504,63,2552,0,1165,-831,0,0,0,-363,379,900,1997,-304,333,1997,867,1157,22,22,4920,12,115,0,4,1,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,7,0,58,42,0
28,512,64,2552,0,1165,-831,0,0,0,-392,407,900,1997,-295,333,1997,854,1144,23,23,4920,12,115,0,4,1,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,7,0,58,42,0
29,520,65,2552,0,1165,-831,0,0,0,-424,439,900,1997,-309,333,1997,838,1135,24,24,6407,12,115,0,4,1,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,5,0,58,42,0
30,528,66,2552,0,1165,-831,0,0,0,-439,455,900,1997,-307,333,1997,806,1136,25,25,6407,12,115,0,4,1,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,5,0,58,42,0
31,536,67,2552,0,1165,-831,0,0,0,-473,488,900,1997,-325,333,1997,806,1136,26,26,4920,12,115,0,4,0,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
32,544,68,2552,0,1165,-831,0,0,0,-490,505,900,1997,-331,333,1997,782,1118,27,27,4920,12,115,0,4,0,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
33,552,69,2552,0,1162,-828,0,0,0,-525,540,900,1991,-343,333,1991,763,1090,28,28,4920,12,115,0,4,0,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
34,560,70,2552,0,1165,-831,0,0,0,-559,575,900,1996,-341,333,1996,754,1062,29,29,5062,12,115,0,4,0,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
35,568,71,2552,0,1165,-831,0,0,0,-576,592,900,1997,-341,333,1997,754,1062,30,30,5062,12,115,0,4,0,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
36,576,72,2552,0,1155,-821,0,0,0,-611,627,900,1977,-347,333,1977,754,1062,31,31,4920,12,115,0,4,0,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
37,584,73,2552,0,1153,-819,0,0,0,-629,644,900,1972,-349,333,1972,754,1062,32,32,4920,12,115,0,4,0,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
38,592,74,2552,0,1133,-799,0,0,0,-666,681,900,1932,-361,333,1932,717,1053,33,33,4920,12,115,0,4,0,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
39,600,75,2552,0,1119,-786,0,0,0,-703,719,900,1905,-370,333,1905,699,1040,34,34,5062,12,115,0,4,0,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
40,608,76,2552,0,1114,-780,0,0,0,-722,738,900,1894,-374,333,1894,675,1018,35,35,5062,12,115,0,4,0,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
41,616,77,2552,0,1108,-774,0,0,0,-761,776,900,1882,-378,333,1882,675,1018,36,36,4920,12,115,0,4,0,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
42,624,78,2552,0,1117,-783,0,0,0,-779,794,900,1900,-372,333,1900,651,1000,37,37,4920,12,115,0,4,0,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
43,632,79,2552,0,1118,-784,0,0,0,-816,831,900,1902,-371,333,1902,637,992,38,38,4920,12,115,0,4,0,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
44,640,80,2552,0,871,-537,0,0,0,-853,868,900,1409,-372,333,1409,625,995,39,39,6414,12,115,0,4,0,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
45,648,81,2552,0,633,-299,0,0,0,-872,887,900,933,-371,333,933,625,995,40,40,6414,12,115,0,4,0,3,1,110,38,18,0,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
46,656,82,2552,0,1400,1087,0,0,0,-908,923,900,933,-365,2487,312,615,993,41,41,4918,12,115,0,0,0,4,1,110,38,18,2,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
47,664,83,2552,0,1400,1054,0,0,0,-925,940,900,933,-356,2454,345,605,976,42,41,4918,12,115,0,0,0,4,1,110,38,18,2,0,0,0,0,0,1,4,0,110,10,46,30,90,0,0,58,42,0
48,672,84,2552,0,1400,853,0,0,0,-951,967,900,933,-298,2253,546,591,954,43,41,3017,13,115,0,0,0,4,1,110,38,18,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,42,0
