seq,t_ms,pid_tick,base_speed,speed_plan,speed_out,steer_out,err,lookahead,trend,yaw10,ra_yaw10,ra_hard_target10,ra_outer_cmd,yaw_rate_dps,duty_left,duty_right,left_speed,right_speed,ra_timer,ra_hard_cnt,tf_us,inter_us,valid_rows,ra_flag,ra_pre,ra_phase,ra_dir,ra_ip_row,ra_slow_row,ra_turn_row,ra_exit_reason,route_step,route_flag,route_action,post_edge_side,speed_reason,line_lost,inter_type,sym_component,ip_max_row,box_top,box_bottom,box_left,box_right,pre_detail
108,1352,169,1500,1500,957,-632,-50,-20,30,1608,575,800,1589,-418,325,1589,371,736,26,22,9299,1345,32,4,1,3,1,94,70,94,0,1,1,1,0,1,0,4,0,46,5,41,33,93,7
109,1360,170,1500,1500,1037,-712,-44,-40,4,1567,616,800,1749,-411,325,1749,358,721,27,23,8114,101,53,4,1,3,1,94,70,94,0,1,1,1,0,1,0,4,0,46,5,41,33,93,7
110,1368,171,1500,1500,1051,-726,-44,-40,4,1548,636,800,1777,-402,325,1777,345,717,28,24,8114,101,53,4,1,3,1,94,70,94,0,1,1,1,0,1,0,4,0,46,5,41,33,93,7
111,1376,172,1500,1500,1069,-743,-44,-40,4,1510,674,800,1812,-391,325,1812,327,711,29,25,8114,101,53,4,1,3,1,94,70,94,0,1,1,1,0,1,0,4,0,46,5,41,33,93,7
112,1384,173,1500,1500,1053,-727,-34,-40,-6,1490,694,800,1780,-394,325,1780,314,703,30,26,8251,100,53,4,1,3,1,94,70,94,0,1,1,1,0,1,0,4,0,46,5,41,33,93,7
113,1392,174,1500,1500,1042,-716,-34,-40,-6,1449,735,800,1758,-402,325,1758,314,703,31,27,8251,100,53,4,1,3,1,94,70,94,0,1,1,1,0,1,0,4,0,46,5,41,33,93,7
114,1400,175,1500,1500,810,-484,-26,-28,-2,1409,775,800,1295,-403,325,1295,310,694,32,28,8110,100,53,4,1,3,1,94,70,94,0,1,1,1,0,1,0,4,0,46,5,41,33,93,7
115,1408,176,1500,1500,762,-101,-26,-28,-2,1388,795,800,864,-405,661,864,311,701,33,29,8110,100,53,0,1,5,1,94,70,94,1,1,1,1,0,1,0,4,0,46,5,41,33,93,1
116,1416,177,1500,1500,762,-101,-26,-28,-2,1346,837,800,864,-412,661,864,309,708,34,29,8110,100,53,0,0,5,1,94,70,94,1,1,1,1,0,1,0,4,0,46,5,41,33,93,0
117,1448,181,2128,2128,2241,713,-4,0,4,1273,0,0,0,-187,2955,1527,296,675,0,0,4371,11,53,0,0,0,0,0,0,0,0,2,4,1,0,6,0,0,0,0,0,0,0,0,0
118,1480,185,2128,2128,2231,-354,-2,-2,0,1304,0,0,0,35,1877,2585,436,577,0,0,4382,120,53,0,0,0,0,0,0,0,0,2,4,1,0,6,0,0,0,0,0,0,0,0,0
